obs_1,cluster_14
obs_2,cluster_14
obs_3,cluster_6
obs_4,cluster_0
obs_5,cluster_0
obs_6,cluster_0
obs_7,cluster_13
obs_8,cluster_5
obs_9,cluster_5
obs_10,cluster_5
obs_11,cluster_0
obs_12,cluster_5
obs_13,cluster_0
obs_14,cluster_13
obs_15,cluster_5
obs_16,cluster_0
obs_17,cluster_5
obs_18,cluster_2
obs_19,cluster_2
obs_20,cluster_5
obs_21,cluster_5
obs_22,cluster_5
obs_23,cluster_5
obs_24,cluster_0
obs_25,cluster_0
obs_26,cluster_9
obs_27,cluster_0
obs_28,cluster_6
obs_29,cluster_12
obs_30,cluster_0
obs_31,cluster_12
obs_32,cluster_6
obs_33,cluster_9
obs_34,cluster_0
obs_35,cluster_0
obs_36,cluster_13
obs_37,cluster_5
obs_38,cluster_5
obs_39,cluster_0
obs_40,cluster_0
obs_41,cluster_0
obs_42,cluster_9
obs_43,cluster_5
obs_44,cluster_0
obs_45,cluster_5
obs_46,cluster_9
obs_47,cluster_0
obs_48,cluster_5
obs_49,cluster_2
obs_50,cluster_0
obs_51,cluster_10
obs_52,cluster_6
obs_53,cluster_0
obs_54,cluster_0
obs_55,cluster_12
obs_56,cluster_13
obs_57,cluster_6
obs_58,cluster_12
obs_59,cluster_6
obs_60,cluster_12
obs_61,cluster_12
obs_62,cluster_12
obs_63,cluster_6
obs_64,cluster_0
obs_65,cluster_9
obs_66,cluster_5
obs_67,cluster_5
obs_68,cluster_5
obs_69,cluster_9
obs_70,cluster_5
obs_71,cluster_0
obs_72,cluster_0
obs_73,cluster_1
obs_74,cluster_1
obs_75,cluster_1
obs_76,cluster_1
obs_77,cluster_0
obs_78,cluster_0
obs_79,cluster_0
obs_80,cluster_5
obs_81,cluster_2
obs_82,cluster_5
obs_83,cluster_0
obs_84,cluster_0
obs_85,cluster_13
obs_86,cluster_13
obs_87,cluster_6
obs_88,cluster_12
obs_89,cluster_10
obs_90,cluster_10
obs_91,cluster_10
obs_92,cluster_10
obs_93,cluster_10
obs_94,cluster_10
obs_95,cluster_10
obs_96,cluster_8
obs_97,cluster_8
obs_98,cluster_8
obs_99,cluster_8
obs_100,cluster_8
