obs_1,cluster_9
obs_2,cluster_11
obs_3,cluster_11
obs_4,cluster_9
obs_5,cluster_10
obs_6,cluster_10
obs_7,cluster_0
obs_8,cluster_0
obs_9,cluster_0
obs_10,cluster_9
obs_11,cluster_9
obs_12,cluster_12
obs_13,cluster_12
obs_14,cluster_0
obs_15,cluster_9
obs_16,cluster_12
obs_17,cluster_12
obs_18,cluster_12
obs_19,cluster_9
obs_20,cluster_0
obs_21,cluster_16
obs_22,cluster_0
obs_23,cluster_0
obs_24,cluster_16
obs_25,cluster_0
obs_26,cluster_3
obs_27,cluster_0
obs_28,cluster_5
obs_29,cluster_5
obs_30,cluster_5
obs_31,cluster_0
obs_32,cluster_5
obs_33,cluster_5
obs_34,cluster_0
obs_35,cluster_6
obs_36,cluster_2
obs_37,cluster_0
obs_38,cluster_0
obs_39,cluster_0
obs_40,cluster_16
obs_41,cluster_16
obs_42,cluster_16
obs_43,cluster_9
obs_44,cluster_12
obs_45,cluster_6
obs_46,cluster_6
obs_47,cluster_0
obs_48,cluster_0
obs_49,cluster_0
obs_50,cluster_12
obs_51,cluster_11
obs_52,cluster_11
obs_53,cluster_11
obs_54,cluster_11
obs_55,cluster_11
obs_56,cluster_11
obs_57,cluster_11
obs_58,cluster_17
obs_59,cluster_17
obs_60,cluster_17
obs_61,cluster_17
obs_62,cluster_17
obs_63,cluster_17
obs_64,cluster_17
obs_65,cluster_16
obs_66,cluster_9
obs_67,cluster_0
obs_68,cluster_0
obs_69,cluster_0
obs_70,cluster_2
obs_71,cluster_2
obs_72,cluster_2
obs_73,cluster_6
obs_74,cluster_0
obs_75,cluster_0
obs_76,cluster_0
obs_77,cluster_0
obs_78,cluster_0
obs_79,cluster_3
obs_80,cluster_0
obs_81,cluster_0
obs_82,cluster_9
obs_83,cluster_12
obs_84,cluster_0
obs_85,cluster_0
obs_86,cluster_12
obs_87,cluster_9
obs_88,cluster_0
obs_89,cluster_6
obs_90,cluster_6
obs_91,cluster_0
obs_92,cluster_0
obs_93,cluster_0
obs_94,cluster_0
obs_95,cluster_0
obs_96,cluster_6
obs_97,cluster_2
obs_98,cluster_11
obs_99,cluster_0
obs_100,cluster_0
